entity	typeentity	diffentropy
http://data.semanticweb.org/conference/iswc/2010/paper/521	null	1.0397207708399179	
http://data.semanticweb.org/person/enrico-franconi	null	0.30463609734923813	
http://data.semanticweb.org/person/jianfeng-du	null	0.34883209584303193	
http://data.semanticweb.org/person/jing-mei	null	0.2868359830561607	
http://data.semanticweb.org/person/martin-junghans	null	0.5004024235381879	
http://data.semanticweb.org/person/nicola-fanizzi	null	0.16302362949436594	
http://data.semanticweb.org/person/paul-andre	null	0.5004024235381879	
http://data.semanticweb.org/person/stefan-gradmann	null	0.5004024235381879	
http://data.semanticweb.org/conference/iswc/2010/paper/387	null	1.0397207708399179	
http://data.semanticweb.org/conference/iswc/2010/paper/514	null	0.9502705392332347	
http://data.semanticweb.org/person/anni-yasmin-turhan	null	0.34883209584303193	
http://data.semanticweb.org/conference/iswc/2010/paper/465	null	0.8675632284814612	
http://data.semanticweb.org/person/andreas-filler	null	0.6365141682948128	
http://data.semanticweb.org/person/benjamin-grosof	null	0.24493002679463532	
http://data.semanticweb.org/person/cassia-trojahn	null	0.34883209584303193	
http://data.semanticweb.org/person/finn-bacall	null	0.5623351446188083	
http://data.semanticweb.org/person/jing-he	null	0.6365141682948128	
http://data.semanticweb.org/person/joerg-unbehauen	null	0.34883209584303193	
http://data.semanticweb.org/person/lorand-dali	null	0.5623351446188083	
http://data.semanticweb.org/person/michael-erdmann	null	0.45056120886630463	
http://data.semanticweb.org/person/murat-kantarcioglu	null	0.3250829733914482	
http://data.semanticweb.org/person/paul-r-alexander	null	0.5004024235381879	
http://data.semanticweb.org/person/philip-stutz	null	0.5004024235381879	
http://data.semanticweb.org/person/rolf-sint	null	0.5004024235381879	
http://data.semanticweb.org/person/stuart-owen	null	0.45056120886630463	
http://data.semanticweb.org/person/wei-hu	null	0.17620539544242492	
http://data.semanticweb.org/person/zoi-kaoudi	null	0.410116318288409	
http://data.semanticweb.org/conference/iswc/2010/paper/135	null	0.8675632284814612	
http://data.semanticweb.org/conference/iswc/2010/paper/192	null	0.8675632284814612	
http://data.semanticweb.org/person/amit-sheth	null	0.10241578782621648	
http://data.semanticweb.org/person/vinny-reynolds	null	0.45056120886630463	
