dataset	numlinks	numsourcentities	linksets	avgtargetedentities	avglinkspersource	
zbw	43312	4075	<<<<<<<<<<<<<<<(http://creativecommons.org/ns#license,3>http://creativecommons.org/ns#morePermissions,6>http://purl.org/dc/terms/creator,1>http://purl.org/dc/terms/language,1>http://purl.org/dc/terms/publisher,1>http://purl.org/dc/terms/subject,3>http://purl.org/vocommons/voaf#metadataVoc,3>http://purl.org/vocommons/voaf#specializes,2>http://www.semanlink.net/2001/00/semanlink-schema#tag,98>http://www.w3.org/1999/02/22-rdf-syntax-ns#type,6>http://www.w3.org/2004/02/skos/core#closeMatch,1832>http://www.w3.org/2004/02/skos/core#exactMatch,9691>http://www.w3.org/2004/02/skos/core#narrowMatch,8087>http://xmlns.com/foaf/0.1/page,11789>http://zbw.eu/namespaces/zbw-extensions/indexedItem,11789>)	5.3161	10.6287	
