Measure	Average	GiniCoefficient	
m1.1.b	0.0	NaN	
m1.2.b	1.0713683649833896	0.23471529289207393	
m2.1.b	1.4661863532866957	0.20274662728343773	
m2.2.b	0.8393355799814657	0.2913345097173565	
m3.1.b	0.5409483430154732	0.19607752809328494	
