dataset	numlinks	numsourcentities	linksets	avgtargetedentities	avglinkspersource	
data.semanticweb	19926	2941	<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<(http://data.semanticweb.org/ns/swc/ontology#completeGraph,3>http://data.semanticweb.org/ns/swc/ontology#hasLocation,1>http://data.semanticweb.org/ns/swc/ontology#hasLogo,5>http://data.semanticweb.org/ns/swc/ontology#hasProgramme,1>http://data.semanticweb.org/ns/swc/ontology#hasTopic,128>http://data.semanticweb.org/ns/swc/ontology#holdsRole,69>http://data.semanticweb.org/ns/swc/ontology#homepage,3>http://data.semanticweb.org/ns/swc/ontology#url,6>http://purl.org/dc/terms/creator,6>http://purl.org/dc/terms/license,3>http://purl.org/dc/terms/subject,203>http://purl.org/vocommons/voaf#extends,4>http://purl.org/vocommons/voaf#generalizes,1>http://purl.org/vocommons/voaf#metadataVoc,5>http://purl.org/vocommons/voaf#specializes,4>http://swrc.ontoware.org/ontology#link_open_access,298>http://swrc.ontoware.org/ontology#link_publisher,272>http://swrc.ontoware.org/ontology#url,760>http://www.semanlink.net/2001/00/semanlink-schema#tag,70>http://www.w3.org/1999/02/22-rdf-syntax-ns#type,10961>http://www.w3.org/1999/xhtml/vocab#alternate,1>http://www.w3.org/2000/01/rdf-schema#domain,32>http://www.w3.org/2000/01/rdf-schema#range,53>http://www.w3.org/2000/01/rdf-schema#seeAlso,444>http://www.w3.org/2002/07/owl#inverseOf,3>http://www.w3.org/2002/07/owl#sameAs,949>http://www.w3.org/2002/12/cal/ical#url,64>http://www.w3.org/2002/12/cal/icaltzd#url,9>http://www.w3.org/2002/12/cal/icaltzid#url,1>http://xmlns.com/foaf/0.1/based_near,3316>http://xmlns.com/foaf/0.1/depiction,1>http://xmlns.com/foaf/0.1/homepage,1778>http://xmlns.com/foaf/0.1/logo,11>http://xmlns.com/foaf/0.1/maker,6>http://xmlns.com/foaf/0.1/member,7>http://xmlns.com/foaf/0.1/page,308>http://xmlns.com/foaf/0.1/topic,75>http://xmlns.com/foaf/0.1/workplaceHomepage,65>)	2.6794	6.7752	
