dataset	numlinks	numsourcentities	linksets	avgtargetedentities	avglinkspersource	
reegle	933	207	<<<<<<<<<<<<<<<<<<<<(http://creativecommons.org/ns#license,48>http://dbpedia.org/ontology/thumbnail,28>http://dbpedia.org/property/document,2>http://purl.org/dc/terms/language,1>http://purl.org/dc/terms/publisher,1>http://purl.org/dc/terms/subject,1>http://purl.org/vocommons/voaf#dataset,1>http://purl.org/vocommons/voaf#extends,1>http://purl.org/vocommons/voaf#metadataVoc,3>http://web.resource.org/cc/license,138>http://www.w3.org/1999/02/22-rdf-syntax-ns#type,136>http://www.w3.org/2000/01/rdf-schema#range,1>http://www.w3.org/2000/01/rdf-schema#seeAlso,3>http://www.w3.org/2002/07/owl#sameAs,199>http://www.w3.org/2004/02/skos/core#closeMatch,28>http://www.w3.org/2004/02/skos/core#exactMatch,128>http://www.w3.org/2004/02/skos/core#subject,144>http://xmlns.com/foaf/0.1/depiction,28>http://xmlns.com/foaf/0.1/homepage,3>http://xmlns.com/foaf/0.1/page,39>)	2.8647	4.5072	
