entity	typeentity	diffentropy
http://data.semanticweb.org/conference/iswc/2010/paper/521	null	0.36772478012531806	
http://data.semanticweb.org/person/enrico-franconi	null	0.04652001563489261	
http://data.semanticweb.org/person/jianfeng-du	null	0.0540672212702753	
http://data.semanticweb.org/person/jing-mei	null	0.04652001563489261	
http://data.semanticweb.org/person/martin-junghans	null	0.08701137698963057	
http://data.semanticweb.org/person/nicola-fanizzi	null	0.02817087696669729	
http://data.semanticweb.org/person/paul-andre	null	0.08004270767353638	
http://data.semanticweb.org/person/stefan-gradmann	null	0.08004270767353638	
http://data.semanticweb.org/conference/iswc/2010/paper/387	null	0.33647223662121295	
http://data.semanticweb.org/conference/iswc/2010/paper/514	null	0.25131442828090655	
http://data.semanticweb.org/person/anni-yasmin-turhan	null	0.05129329438755059	
http://data.semanticweb.org/conference/iswc/2010/paper/465	null	0.25131442828090655	
http://data.semanticweb.org/person/andreas-filler	null	0.11778303565638382	
http://data.semanticweb.org/person/benjamin-grosof	null	0.04082199452025215	
http://data.semanticweb.org/person/cassia-trojahn	null	0.06062462181643502	
http://data.semanticweb.org/person/finn-bacall	null	0.09531017980432521	
http://data.semanticweb.org/person/jing-he	null	0.11778303565638382	
http://data.semanticweb.org/person/joerg-unbehauen	null	0.04879016416943083	
http://data.semanticweb.org/person/lorand-dali	null	0.09531017980432521	
http://data.semanticweb.org/person/michael-erdmann	null	0.08004270767353638	
http://data.semanticweb.org/person/murat-kantarcioglu	null	0.0540672212702753	
http://data.semanticweb.org/person/paul-r-alexander	null	0.09531017980432521	
http://data.semanticweb.org/person/philip-stutz	null	0.09531017980432521	
http://data.semanticweb.org/person/rolf-sint	null	0.09531017980432521	
http://data.semanticweb.org/person/stuart-owen	null	0.08004270767353638	
http://data.semanticweb.org/person/wei-hu	null	0.029852963149683998	
http://data.semanticweb.org/person/zoi-kaoudi	null	0.08004270767353638	
http://data.semanticweb.org/conference/iswc/2010/paper/135	null	0.25131442828090655	
