Measure	Average	GiniCoefficient	
m1.1.b	0.0	NaN	
m1.2.b	0.0737390617616963	0.9617021276595745	
m2.1.b	1.1745690526059336	0.09110815308698639	
m2.2.b	1.092227100305373	0.0582730799501896	
m3.1.b	0.3191828615488478	0.13207675790535944	
