entity	typeentity	diffentropy
http://data.semanticweb.org/conference/iswc/2010/paper/521	null	0.3261902491495561	
http://data.semanticweb.org/person/enrico-franconi	null	-0.05410232565093964	
http://data.semanticweb.org/person/jianfeng-du	null	-0.04325816162741103	
http://data.semanticweb.org/person/jing-mei	null	-0.055337921138405965	
http://data.semanticweb.org/person/martin-junghans	null	-0.062270275862189695	
http://data.semanticweb.org/person/nicola-fanizzi	null	-0.04325816162741103	
http://data.semanticweb.org/person/paul-andre	null	-0.062270275862189695	
http://data.semanticweb.org/person/stefan-gradmann	null	-0.062270275862189695	
http://data.semanticweb.org/conference/iswc/2010/paper/387	null	0.3384220382983609	
http://data.semanticweb.org/conference/iswc/2010/paper/514	null	0.3384220382983609	
http://data.semanticweb.org/person/anni-yasmin-turhan	null	-0.054873837078654675	
http://data.semanticweb.org/conference/iswc/2010/paper/465	null	0.3384220382983609	
http://data.semanticweb.org/person/andreas-filler	null	-0.05188303391004112	
http://data.semanticweb.org/person/benjamin-grosof	null	-0.04325816162741103	
http://data.semanticweb.org/person/cassia-trojahn	null	-0.05188303391004112	
http://data.semanticweb.org/person/finn-bacall	null	-0.05188303391004112	
http://data.semanticweb.org/person/jing-he	null	-0.05188303391004112	
http://data.semanticweb.org/person/joerg-unbehauen	null	-0.054873837078654675	
http://data.semanticweb.org/person/lorand-dali	null	-0.04470704619857657	
http://data.semanticweb.org/person/michael-erdmann	null	-0.054873837078654675	
http://data.semanticweb.org/person/murat-kantarcioglu	null	-0.054873837078654675	
http://data.semanticweb.org/person/paul-r-alexander	null	-0.05188303391004112	
http://data.semanticweb.org/person/philip-stutz	null	-0.05188303391004112	
http://data.semanticweb.org/person/rolf-sint	null	-0.062270275862189695	
http://data.semanticweb.org/person/stuart-owen	null	-0.05188303391004112	
http://data.semanticweb.org/person/wei-hu	null	-0.051120206522520695	
http://data.semanticweb.org/person/zoi-kaoudi	null	-0.062270275862189695	
http://data.semanticweb.org/conference/iswc/2010/paper/135	null	0.3384220382983609	
http://data.semanticweb.org/conference/iswc/2010/paper/192	null	0.3384220382983609	
http://data.semanticweb.org/person/amit-sheth	null	-0.04788676194420827	
http://data.semanticweb.org/person/vinny-reynolds	null	-0.062270275862189695	
http://data.semanticweb.org/person/jeff-z-pan	null	-0.04468996257264335	
http://data.semanticweb.org/conference/iswc/2010/paper/401	null	0.3384220382983609	
http://data.semanticweb.org/conference/iswc/2010/paper/428	null	0.3384220382983609	
http://data.semanticweb.org/person/sergio-fernandez	null	0.14755957389821295	
http://data.semanticweb.org/person/rob-styles	null	0.29245826937020447	
http://data.semanticweb.org/person/ioan-toma	null	0.21303813709143804	
http://data.semanticweb.org/person/martin-junghans	null	-0.062270275862189695	
http://data.semanticweb.org/conference/iswc/2010/paper/521	null	0.3261902491495561	
http://data.semanticweb.org/conference/eswc/2006/paper/lukasiewicz-schellhase	null	0.23968700605490478	
http://data.semanticweb.org/workshop/cold/2010/NikolovEtAlPaper	null	0.3364722366212125	
http://data.semanticweb.org/person/wei-hu	null	0.1847081060065252	
http://data.semanticweb.org/person/jeff-z-pan	null	0.17523255060610898	
