id,source,predicate,target,datasets,datasett,typelink,datasetspld,datasettpld
26728942,http://zbw.eu/stw/descriptor/10966-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://lod.gesis.org/thesoz/concept/10036055,http://zbw.eu/stw/versions/latest/descriptor/10966-5/about,NULL,s,http://zbw.eu,http://lod.gesis.org/
26728945,http://zbw.eu/stw/descriptor/10966-5,http://www.w3.org/2004/02/skos/core#exactMatch,http://d-nb.info/gnd/4066521-5,http://zbw.eu/stw/versions/latest/descriptor/10966-5/about,NULL,i,http://zbw.eu,http://d-nb.info
26728946,http://zbw.eu/stw/descriptor/10966-5,http://www.w3.org/2004/02/skos/core#exactMatch,http://lod.gesis.org/thesoz/concept/10061032,http://zbw.eu/stw/versions/latest/descriptor/10966-5/about,NULL,i,http://zbw.eu,http://lod.gesis.org/
26728947,http://zbw.eu/stw/descriptor/10966-5,http://www.w3.org/2004/02/skos/core#exactMatch,http://aims.fao.org/aos/agrovoc/c_50167,http://zbw.eu/stw/versions/latest/descriptor/10966-5/about,NULL,i,http://zbw.eu,http://aims.fao.org/
26746190,http://zbw.eu/stw/descriptor/19358-4,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/subject/External%2Bdebt%2Bservice/,http://zbw.eu/stw/versions/latest/descriptor/19358-4/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26746191,http://zbw.eu/stw/descriptor/19358-4,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/thema/Auslandsschuldendienst/,http://zbw.eu/stw/versions/latest/descriptor/19358-4/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26749856,http://zbw.eu/stw/descriptor/16160-5,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/subject/Social%2Bsecurity%2Blegislation/,http://zbw.eu/stw/versions/latest/descriptor/16160-5/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26749857,http://zbw.eu/stw/descriptor/16160-5,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/thema/Sozialversicherungsrecht/,http://zbw.eu/stw/versions/latest/descriptor/16160-5/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26749862,http://zbw.eu/stw/descriptor/16160-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://lod.gesis.org/thesoz/concept/10056479,http://zbw.eu/stw/versions/latest/descriptor/16160-5/about,NULL,s,http://zbw.eu,http://lod.gesis.org/
26749864,http://zbw.eu/stw/descriptor/16160-5,http://www.w3.org/2004/02/skos/core#exactMatch,http://d-nb.info/gnd/4116548-2,http://zbw.eu/stw/versions/latest/descriptor/16160-5/about,NULL,i,http://zbw.eu,http://d-nb.info
26757504,http://zbw.eu/stw/descriptor/13777-0,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/subject/Credit%2Brisk/,http://zbw.eu/stw/descriptor/13777-0/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26757505,http://zbw.eu/stw/descriptor/13777-0,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/thema/Kreditrisiko/,http://zbw.eu/stw/descriptor/13777-0/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26757507,http://zbw.eu/stw/descriptor/13777-0,http://www.w3.org/2004/02/skos/core#exactMatch,http://d-nb.info/gnd/4114309-7,http://zbw.eu/stw/descriptor/13777-0/about,NULL,i,http://zbw.eu,http://d-nb.info
26757508,http://zbw.eu/stw/descriptor/13777-0,http://www.w3.org/2004/02/skos/core#exactMatch,http://dbpedia.org/resource/Credit_risk,http://zbw.eu/stw/descriptor/13777-0/about,NULL,i,http://zbw.eu,http://dbpedia.org
26757509,http://zbw.eu/stw/descriptor/13777-0,http://www.w3.org/2004/02/skos/core#narrowMatch,http://d-nb.info/gnd/4205942-2,http://zbw.eu/stw/descriptor/13777-0/about,NULL,s,http://zbw.eu,http://d-nb.info
26774873,http://zbw.eu/stw/descriptor/14940-3,http://www.w3.org/2004/02/skos/core#exactMatch,http://d-nb.info/gnd/4019489-9,http://zbw.eu/stw/versions/latest/descriptor/14940-3/about,NULL,i,http://zbw.eu,http://d-nb.info
26774874,http://zbw.eu/stw/descriptor/14940-3,http://www.w3.org/2004/02/skos/core#exactMatch,http://aims.fao.org/aos/agrovoc/c_785,http://zbw.eu/stw/versions/latest/descriptor/14940-3/about,NULL,i,http://zbw.eu,http://aims.fao.org/
26774875,http://zbw.eu/stw/descriptor/14940-3,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/subject/Bakery%2Bproduct/,http://zbw.eu/stw/versions/latest/descriptor/14940-3/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26774876,http://zbw.eu/stw/descriptor/14940-3,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/thema/Backwaren/,http://zbw.eu/stw/versions/latest/descriptor/14940-3/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26797713,http://zbw.eu/stw/descriptor/19336-0,http://www.w3.org/2004/02/skos/core#exactMatch,http://lod.gesis.org/thesoz/concept/10065629,http://zbw.eu/stw/versions/latest/descriptor/19336-0/about,NULL,i,http://zbw.eu,http://lod.gesis.org/
26797714,http://zbw.eu/stw/descriptor/19336-0,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/subject/European%2BEconomic%2Band%2BMonetary%2BUnion/,http://zbw.eu/stw/versions/latest/descriptor/19336-0/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26797715,http://zbw.eu/stw/descriptor/19336-0,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/thema/Europ%C3%A4ische%2BWirtschafts-%2Bund%2BW%C3%A4hrungsunion/,http://zbw.eu/stw/versions/latest/descriptor/19336-0/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26803509,http://zbw.eu/stw/descriptor/16504-6,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/subject/Exemption%2Bfrom%2Bpunishment/,http://zbw.eu/stw/descriptor/16504-6/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26803510,http://zbw.eu/stw/descriptor/16504-6,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/thema/Straffreiheit/,http://zbw.eu/stw/descriptor/16504-6/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26803511,http://zbw.eu/stw/descriptor/16504-6,http://www.w3.org/2004/02/skos/core#exactMatch,http://d-nb.info/gnd/4121732-9,http://zbw.eu/stw/descriptor/16504-6/about,NULL,i,http://zbw.eu,http://d-nb.info
26803512,http://zbw.eu/stw/descriptor/16504-6,http://www.w3.org/2004/02/skos/core#exactMatch,http://lod.gesis.org/thesoz/concept/10045840,http://zbw.eu/stw/descriptor/16504-6/about,NULL,i,http://zbw.eu,http://lod.gesis.org/
26803513,http://zbw.eu/stw/descriptor/16504-6,http://www.w3.org/2004/02/skos/core#exactMatch,http://lod.gesis.org/thesoz/concept/10035415,http://zbw.eu/stw/descriptor/16504-6/about,NULL,i,http://zbw.eu,http://lod.gesis.org/
26803516,http://zbw.eu/stw/descriptor/16504-6,http://www.w3.org/2004/02/skos/core#narrowMatch,http://lod.gesis.org/thesoz/concept/10059381,http://zbw.eu/stw/descriptor/16504-6/about,NULL,s,http://zbw.eu,http://lod.gesis.org/
26819880,http://zbw.eu/stw/descriptor/13742-5,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/subject/Securities%2Btrading/,http://zbw.eu/stw/versions/latest/descriptor/13742-5/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26819881,http://zbw.eu/stw/descriptor/13742-5,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/thema/Wertpapierhandel/,http://zbw.eu/stw/versions/latest/descriptor/13742-5/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26819883,http://zbw.eu/stw/descriptor/13742-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://d-nb.info/gnd/4277088-9,http://zbw.eu/stw/versions/latest/descriptor/13742-5/about,NULL,s,http://zbw.eu,http://d-nb.info
26819884,http://zbw.eu/stw/descriptor/13742-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://d-nb.info/gnd/4138969-4,http://zbw.eu/stw/versions/latest/descriptor/13742-5/about,NULL,s,http://zbw.eu,http://d-nb.info
26819885,http://zbw.eu/stw/descriptor/13742-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://d-nb.info/gnd/7615792-1,http://zbw.eu/stw/versions/latest/descriptor/13742-5/about,NULL,s,http://zbw.eu,http://d-nb.info
26819886,http://zbw.eu/stw/descriptor/13742-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://d-nb.info/gnd/4274364-3,http://zbw.eu/stw/versions/latest/descriptor/13742-5/about,NULL,s,http://zbw.eu,http://d-nb.info
26819887,http://zbw.eu/stw/descriptor/13742-5,http://www.w3.org/2004/02/skos/core#narrowMatch,http://d-nb.info/gnd/4395760-2,http://zbw.eu/stw/versions/latest/descriptor/13742-5/about,NULL,s,http://zbw.eu,http://d-nb.info
26819889,http://zbw.eu/stw/descriptor/13742-5,http://www.w3.org/2004/02/skos/core#exactMatch,http://d-nb.info/gnd/4189708-0,http://zbw.eu/stw/versions/latest/descriptor/13742-5/about,NULL,i,http://zbw.eu,http://d-nb.info
26825886,http://zbw.eu/stw/descriptor/11708-1,http://www.w3.org/2004/02/skos/core#exactMatch,http://d-nb.info/gnd/4057425-8,http://zbw.eu/stw/descriptor/11708-1/about,NULL,i,http://zbw.eu,http://d-nb.info
26825887,http://zbw.eu/stw/descriptor/11708-1,http://www.w3.org/2004/02/skos/core#exactMatch,http://d-nb.info/gnd/4062546-1,http://zbw.eu/stw/descriptor/11708-1/about,NULL,i,http://zbw.eu,http://d-nb.info
26825889,http://zbw.eu/stw/descriptor/11708-1,http://www.w3.org/2004/02/skos/core#narrowMatch,http://d-nb.info/gnd/4171067-8,http://zbw.eu/stw/descriptor/11708-1/about,NULL,s,http://zbw.eu,http://d-nb.info
26825890,http://zbw.eu/stw/descriptor/11708-1,http://www.w3.org/2004/02/skos/core#narrowMatch,http://d-nb.info/gnd/4183217-6,http://zbw.eu/stw/descriptor/11708-1/about,NULL,s,http://zbw.eu,http://d-nb.info
26825892,http://zbw.eu/stw/descriptor/11708-1,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/subject/Tax%2Bcollection/,http://zbw.eu/stw/descriptor/11708-1/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26825893,http://zbw.eu/stw/descriptor/11708-1,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/thema/Steuererhebung/,http://zbw.eu/stw/descriptor/11708-1/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26835188,http://zbw.eu/stw/descriptor/10590-3,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/subject/Project%2Bevaluation/,http://zbw.eu/stw/descriptor/10590-3/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26835189,http://zbw.eu/stw/descriptor/10590-3,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/thema/Projektbewertung/,http://zbw.eu/stw/descriptor/10590-3/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26835190,http://zbw.eu/stw/descriptor/10590-3,http://www.w3.org/2004/02/skos/core#closeMatch,http://dbpedia.org/resource/Program_evaluation,http://zbw.eu/stw/descriptor/10590-3/about,NULL,s,http://zbw.eu,http://dbpedia.org
26835194,http://zbw.eu/stw/descriptor/10590-3,http://www.w3.org/2004/02/skos/core#exactMatch,http://d-nb.info/gnd/4175874-2,http://zbw.eu/stw/descriptor/10590-3/about,NULL,i,http://zbw.eu,http://d-nb.info
